PROFONDEUR_TOIT	PROFONDEUR_BASE	ID_UNITE_GEOL	NPXY
6	22	6011	6d
13.1	16.7	2546	7c
16.5	20	13894	9a
0.4	1.1	9277	2
1.95	2.95	13669	9a
30.3	33	11928	9a
2	4	642	7-12b
5.3	9	14373	7b
1.2	1.8	12192	1
22.7	28	2542	9a
2	2.3	13428	2
0	0.3	8584	1
0.8	2.3	9247	6b
9.1	12	2318	9a
7	7.5	11819	7b
8.65	20	13805	9a
3.7	6.3	13386	7d12
12	13.4	12042	9a
7.95	8.4	14473	9b
4.8	6.8	12188	6a
2.85	13.3	8101	9a
1.6	2.7	8652	6a1
0.5	1.1	9605	3
40	45	8184	9a
9.7	11.1	2676	6d12
13.5	17	13978	6
2.25	2.6	14439	9b
0.9	2.55	11975	2
1.85	2.3	9081	6c2
10.5	14	9688	9a
0.2	0.65	8703	2
0.7	1.1	7974	1-2
42	46	14368	7e
1.5	2.1	448	1-2
0.5	5	11966	9a
1.9	3.4	9238	6b12
5.65	11.2	8845	6e2
1.8	2.6	13807	3d2
0	21.2	9772	2
3	15	731	6c
1.2	9.6	9767	2
11.8	14	13448	9a
9.6	13.9	9305	7e2
0.4	1	9016	2
9.9	21.6	2089	6c
22	28	4375	8b
13.1	13.8	8029	7c12
1.8	3	12179	6a
0.4	0.8	8718	3
19.2	22.6	7034	8c1
18.2	20.3	13835	6d12
0	0.3	13888	1
9	10.5	8414	6d
32	38	8188	7c
18.45	20	8003	9b
13.8	15.9	1925	6d
2	4	91	6a
0.2	0.6	8546	2
0	6	7715	7c
6.4	11.9	9320	6d2
4	10	12160	6d2
0	1.2	8777	1
0	0.7	12013	2
95.2	95.5	1933	9b
3.2	3.4	8673	7e1
2.4	4.9	8429	6e1
15.1	17	8799	6d
13	117.4	7006	9a
2.2	3	7886	5b2
35.5	39.6	1576	7d1
4	11	676	7e
0	0.3	8503	1-2
1.35	3.1	13392	7d12
0	0.3	9233	1
0.7	1.1	13736	2
6.3	8	12184	6b
1.7	2.1	9074	6c
0	0.4	12155	2
0	0.75	13876	2
0.8	1.6	12221	2
49.6	50.15	14319	7b
6.5	10	9326	7e2
0.6	3.2	8096	6c
45.3	47.8	11879	9a
0.4	0.75	8368	3
24	28	7228	9b
3.1	6	9263	6c2
46.2	50	13781	9a
1.5	66.5	2707	7b
6.4	8.2	8078	9a
7	21	7047	6e
0	0.2	8418	2
2.1	13.13	7557	9a
6.6	9	7548	6c
1	3.9	7057	6d1
1.2	1.7	13593	2
2.1	7.4	9046	6b
0.3	3.5	7713	1-2
3.6	5.4	12193	4a
6	7	14419	9a
1.9	9.7	8458	6b2
0	20.9	9770	2
19.8	23.7	7070	6d2
6	18	8765	9a
0.1	0.8	13740	2a
5	8.5	1339	9a
1.65	1.8	8487	6b
16	18	13376	9
30	51	14459	9
1.1	2.6	8665	6a1
0.25	1.5	9231	3
4	5.8	2423	6d2
0	0.5	7055	1
2.5	6.6	9086	7d12
39.6	42	1577	9a
3	4.2	2649	4a
0	0.2	12107	2
0	0.4	7520	1
4	11	13664	9b
5	6	13868	6b
9.8	11.7	9309	7e2
9.6	10.4	12546	7e
4.9	8	9256	7e2
22.55	26	12336	9a
0	0.75	7699	1
8.5	12	14358	4-9e
19.55	24	9097	7d2
1.3	1.7	8313	6c
0.4	2.1	12111	2
0.7	1.7	8958	3d
1.5	2.3	13621	9a
7.4	9.2	8960	7d2
0.4	3	12310	6e1
26	32	6357	7a
0	0.35	7677	1
0.5	1.7	8550	3
2.8	4.4	12121	4a
8.5	9.6	12545	6d
4	16	6365	7d
0	0.6	8577	2
0	1.5	2978	2
58.5	74.6	7936	12e1
20.3	26	9677	9a
0	0.2	6975	1-2
5.6	6.6	13249	4a
6	6.5	11876	4b
1.8	2.15	9437	2
16	23.6	13882	7d
0	0.9	11874	2a
0	1.2	9075	2
0	0.6	7774	1
23.7	27.4	7070	6d12
22	24	6259	9c
3.5	6.95	2360	7d1
0	8	7701	7d
0.2	0.8	13821	2
46	55.3	1922	13a
0.8	2	12343	2
0	0.2	9301	1
9.6	20	8615	9a
8.7	9.1	13851	7d12
0	0.85	8802	1
24	32	7896	9a
0.5	1.8	1353	4b
0	0.2	9011	1
24.7	37	8090	9a
1.1	2.4	13828	2
0	0.2	9565	2
0.4	0.7	8725	3c1
12	14.1	13683	9a
8	9.2	269	9a
45.4	64.4	1929	9a
0.4	1.7	2301	2
1.4	2.3	12234	4a
31.2	34.7	7067	9a
0.4	1.1	13674	1
26.5	32.2	2870	8d1
2	2.65	9212	6a
0	30.1	13786	2
0	1.8	2444	2
25.5	29.5	11906	6e
3.65	5.5	9209	7e1
78	88	738	7a
0.8	3.4	9352	6b
45.7	46	1922	13b
2.4	14	11932	9a
19.6	25	12130	6e2
0	2	9416	1
7.3	8.1	9723	7d
6.4	11.7	8963	6c1
3.5	5.8	12007	3
4.5	8.4	2019	6b1
0	0.3	9031	1
0.8	1.8	8841	6c2
0.8	1.6	8335	3
0	0.5	12296	1
14.1	14.8	13535	9a
4.45	8.5	12545	6e
3.7	4.65	13543	7c1
6.25	7.5	8245	7e1
12.45	19.5	6251	7d
20	28	2798	7c2
3.9	6	8757	6c2
42.3	81.3	1315	9a
0	0.3	9562	1
0	0.4	13768	1
1	1.6	7818	1-2
0.15	1	13661	2
16	25.5	12034	9a
7.5	17.6	1901	7c2
8.5	10.6	11819	7b
0	0.2	267	1
19	19.4	7883	12d1
0.35	1.3	7678	3
36	40	9429	7c
23.2	30.1	8113	7e1
0.5	1	7056	2
20	28	6665	7a
4.7	5.7	9014	6e2
1.5	13.1	13138	9a
2.5	3.7	11990	7d1
1.3	2.1	12029	6e1
0.3	1.1	9168	3c
1.05	2	1801	7d
60	74	5803	12d
0.9	4.2	8495	7d1
0	0.6	14390	1
42.9	44	9579	14-15
1.6	3.6	13811	3d2
1.75	2	13302	3
0	0.3	7766	1
0	0.2	9206	1
5	7	7449	14-15
8.8	14	9290	9a
1.3	3.8	8511	6b
5.5	11.4	8871	6d2
0.5	2.4	9608	2
26.8	31	11877	6e12
15.25	17.3	14265	6a
6.4	7.4	8545	9b
0.6	2	7852	2
0	6	8185	6c
6	10	13903	9a
10.5	19.1	8085	9a
0.8	1.68	8911	6b
41	43	8223	7c
35.2	36.2	6322	12e
0	1.15	11935	2
15.2	21	7574	7c
9.6	10.2	12133	2
18.4	21.7	12213	6e
3.8	4.4	716	9a
0	6	7943	7c
42.5	50	1332	9a
0	0.3	8881	1
0.4	3.75	13769	3
1.95	3.8	1330	2
13	15	8696	7e2
0.8	2	13409	7c
6	6.2	11871	7b
0	4.2	7573	3
0	80	7268	7a
29	29.9	1897	9d
0.3	1.5	8678	2
0	2.2	8075	1
9.8	12.7	9408	6e2
17.1	18.2	1935	6d
4.7	11.2	7997	6c12
8.2	21.8	12339	6d
3.8	8.4	8365	6e2
0	1	7829	1-2
0	0.7	8475	1
10	18	2315	9a
0.2	1.5	9207	3
0.1	0.4	9361	3
0	0.3	2540	2
4.8	20.2	11916	6e2
16	74	7129	9a
4.1	9.1	13773	6d12
2.35	4.15	9320	6d2
0.7	2.85	8601	6b2
12.5	14.5	13379	7c
22.75	24.85	8002	7d12
0	0.9	8496	2
74	86	5803	12a
2.15	2.75	14252	2
23	27	6983	9a
1.6	6	11871	7d1
5.1	9.2	8072	7d
4.3	10.4	8911	6d
0	2	7751	2
0.6	0.85	2447	2
0	0.3	12168	1
0	0.5	13828	2
0.7	8	2713	6a
3.3	3.9	11943	6d
0.45	0.75	2340	2
5.6	7.8	12009	9b
0.3	1	13843	3
4.1	5.5	13270	2
8.1	15.2	11980	6c2
17.25	20.8	13229	6e
8.2	12	8370	7d2
1.4	2.5	13154	2d
5.5	6.4	8811	6b2
0	2	12555	6e
33	48	728	7-12c
3.6	5.4	8471	6e2
32.1	35	1547	9a
29.3	32.5	13605	7c1
7.6	11.7	8473	6c2
4.1	4.45	2445	6b
1.4	11.4	12037	7c1
4.8	8	13692	9a
0	0.4	8724	1
10.5	14.25	7583	7c1
0	0.4	8454	1
30.8	31.7	12142	7e2
3.2	3.8	8376	6e1
26.5	35.2	6320	9b
5.7	12	8922	6d2
1.2	1.9	7117	6b2
3	18	6665	7d1
3	5	13868	6c
0.65	5.7	8908	6b
6	12	639	7e
6	10	6246	7e
0.7	2.1	13867	2
8.6	9.15	7521	2
9.8	14	9728	7c
4.8	6.6	7709	7d2
0.3	1.5	13626	3
32	46	7216	9a
2	4.2	8244	3
0.1	0.9	11940	6c
6.45	12.2	13300	7e2
6	7.1	11964	9a
0	0.3	13744	1
14.8	16	9335	6e2
1.8	9.6	9355	6c2
15.6	16.5	1935	6c
3	4	13891	2
2.15	6.35	12327	4
0.2	0.55	8543	3
12	12.3	13539	9b
0	0.2	9045	2
0	25	13547	7d
0.3	0.6	7852	2
67	68.4	6666	14-15
0.3	2.35	7738	1-2
0.6	6.4	8553	6b
34.5	41.8	1278	7
14	23.1	14322	6c
3	4	7887	6e2
8.1	10.9	13504	6c1
4	6	6261	4a
3.2	4.45	2376	6d12
3.7	13.7	12334	6d12
10.1	14.2	13500	6d12
19.8	20.8	7920	9c
8	17	2792	6b
21	25.5	14318	6d
6	20	13530	7e
9	9.7	9359	6b
3.05	4.2	9332	6c
1	2.6	7733	7d12
0	1.2	13132	1
6	7.7	2314	7c1
14.5	14.7	13280	9b
0.2	0.6	13820	3
0.4	0.9	9120	3
0.15	0.6	13513	2
17.5	18.2	14397	9a
5.3	5.8	9436	9a
1.8	2.8	8841	6d2
6	9.5	13797	2
6.2	20	12176	9a
0.2	0.9	7749	3
0	0.3	8457	1
6.75	18	7532	9b
2	3.3	8477	6d1
0.8	1.8	13414	6d1
11.8	13	13612	9a
0	0.95	1330	2
1.1	2	9322	3
1.3	1.8	8792	2
2	3.15	11970	6e
0.7	1.6	8628	2
1.9	4.3	13896	6a
0.45	2.7	13384	2c
0	0.6	11951	2
25.6	31.8	2188	12d1
0.3	0.9	9576	2
12.8	13.3	13300	7d1
2.5	3.6	14337	3c
23	31	12170	6c2
8	12	12181	9a
1.15	1.7	8477	6b
0	0.5	7744	1
0.1	1	9196	2
21.6	31.75	6998	7d
9.6	12.7	8920	6d2
1.1	2	12145	3
1.6	4.6	9062	6c
1.5	2.15	12326	2c
5.2	5.4	11831	2
5.8	17	716	9a
0	12.3	13794	3d2
1.1	3	13675	7d1
1.25	2.6	7118	6d12
0.2	0.7	9065	3
0.9	12	11938	9a
2.9	3.55	13352	7d
4.3	4.6	9294	2
2	4.4	13731	6b12
2	2.2	9625	7d12
0.65	2.3	8361	6b2
0	2	5646	7a
0	4.3	7599	2
17.3	17.5	14397	9a
0	0.7	13393	2a
2.6	3.2	8684	6e
13.55	15.7	7343	7d
0	0.55	11942	2
8	14	7653	7b
2.6	2.8	8676	6c1
0	0.4	8367	1
2.6	4.6	9029	6d
32	35.1	1211	6c
33.2	36.9	12300	9a
31	33.5	12170	6d2
1.2	2.5	8330	6b
13.5	13.8	9681	9b1
0.7	2.3	9254	3
0	6	8276	7c
0	0.9	8012	2a
0.6	1.2	9187	3
1.1	5.1	1334	6d
12	13	14468	12b
4.6	5	8665	6e2
3.8	16	1351	9a
0.1	1.3	12092	2
5.25	9	8241	7e1
17.3	28	12345	7d1
13	14.2	13381	9c
0.2	1.1	7800	1-2
3.35	8	8361	6e2
3.3	4.4	13970	5
1.4	3.7	1924	3
0	0.4	9705	1
7	7.8	8720	7d12
0	0.4	8459	1
41	50	1913	7d
35.1	39.4	7018	7c
0	6	7620	7e
24.2	29.3	13605	7d1
0.4	1.5	13597	2
0	0.3	9073	1
27.4	29.7	12137	6d12
0	0.25	9746	1
3.6	20	2658	9a
18	22	6665	7c1
35.7	39.2	12171	7d1
21	28.9	7998	7d2
0	0.6	7597	1
38	42	8188	7e
4	64	6084	7e
0	0.3	8396	1
0.9	2.1	9158	6c12
2.9	4.5	13439	6d1
13.4	13.7	13280	9a
1	2.2	13460	3
2	2.2	8658	6e1
0	0.45	11998	2
6	10.5	13401	7d2
0.9	1.65	14252	2
2.3	3.2	9014	6d12
12	13	13381	9b
0	4	7632	3
0.4	3	13765	3
4.3	8.1	7864	6e2
1.7	2.4	9041	2
9.3	15.9	6323	7e
0	0.2	9105	1
12.8	13.2	14465	9b
1.05	2.55	12543	2e
0	0.4	11929	2
5.7	7.1	1354	9a
1.8	3.2	2444	2
0	0.3	5884	1
1.7	1.9	13593	2
46	48	6359	9c
33.5	49	12242	9a
52	53.5	9161	9a1
6.7	15.2	9607	9a
0.9	5.1	8876	6b
1.45	3	4019	7d
4	15	10034	7d
0.15	0.7	14282	2
19	20	14273	7e
1.15	2.4	12319	3b
18.2	28	12242	9a
0.6	2.6	13969	1
1.6	2.5	8805	2
1	4	14430	6e
24.9	25.7	11747	7b
8.8	13.1	13521	7d
45.5	47.25	11849	9a
7	8	13543	7a
0	0.3	11967	2
0	0.15	7764	2
14.5	16.2	2868	6b
14.95	17.35	12553	7e
13.7	15.6	1935	6b
0	0.4	8656	1
0	4	13667	6e
13.5	16.7	9744	8e1
6	12	8276	7c
1.2	1.6	7065	5e
0	0.8	2328	1
1.55	7.1	14335	7e1
0.25	1.5	13282	2
36.8	45.2	14265	6e
3.6	4.6	13650	7c1
6.9	12	9295	6d2
0.15	0.4	10654	2
4.5	8.5	13554	9b
17.7	19.55	9096	6d2
1.2	7.6	8473	6b12
5.8	13	9436	9a
3.8	4.9	13619	6e12
3.4	41.4	7086	6d12
4	8	2524	7c
0	0.2	2073	2
2	3.2	14372	4a
16.9	18.45	8006	7d1
0	1.4	14382	7
3.9	10	13961	6
0.3	2.8	8848	6b
1.2	6.8	9359	6b
0.1	13	13631	9a
10.4	12.5	12546	7e
3.1	4.6	2374	7d12
3.6	4.6	12365	4a
0	0.4	13725	2
4.9	14.8	11740	9a
0	0.3	8842	1
22.5	27.5	7935	7d12
8.9	11.9	13314	7e1
7	7.8	11831	2
0.15	1.5	9758	2
3.1	8	12316	7d1
4.8	25	12091	9a
0	1.1	7801	1-2
25	25.15	14465	9e
10.9	11.3	9743	7d1
0.3	0.7	8023	1
2.9	9.8	13601	7c1
4.5	6	9018	6d2
6	18	9417	7a
2.8	3.5	8589	6c12
9.3	9.5	13966	4
8.5	9.9	7918	7c1
5.5	7.6	6787	9a
8.2	8.5	13404	7b
1.1	3.2	284	6d1
0	0.35	11949	2
10.5	26	13791	9a
0	0.6	11904	2
6.7	7.15	13361	8d
4	4.2	11964	9a
15.55	23.8	7524	11c
99	101.7	1281	10a
0	2.5	13126	6e
14.25	30	7581	9a
0	0.4	8710	2
50.15	56.4	14319	7b
8.8	10	13818	9a
0	90	14360	6c
1.6	2	8706	2
61	78	923	7d
22	44	7951	7e
14	18	8226	7d
0	0.2	8542	1
45.3	48	12086	12e
4.35	4.6	8545	9c
7.5	8.2	13816	6d2
14.8	16.8	11740	9e1
1.1	1.8	14318	6c
1.65	3.65	8387	6e1
7.5	8.6	14268	9a
2.9	5.5	12115	4a
0	0.4	8693	1
4.1	5.6	1716	7d1
0	2	8222	2
3.2	5.2	2442	7e1
3	6.7	2293	3d
9.45	13.1	13980	14-15
1.7	2.9	13601	7e1
0	0.65	13727	2
9.3	15	9117	6d2
0.3	2	8845	6b2
5.05	15	12317	9a
11.3	17	8094	9a
2.5	3.2	8735	6c2
46.5	49	13228	7e
22.5	24.05	14383	12b
5.2	10	9093	6c12
28	32	6011	6b
5	7.5	8815	6e2
0.4	0.8	9246	3
2	4	14375	2
12	20	8891	7e
3.6	6	12344	6d2
5.7	7.3	9136	6b
3.1	6.2	11754	6e1
28	34	7947	7d
0	2	2057	2
2.75	4.65	8751	7d1
38	41.4	8104	9a
39.6	40.2	1922	13b
2.3	8	12235	7c1
6	13.5	13742	7d12
5	14.1	9582	9d
9	10	13357	9e
10.95	11.1	14457	10e
46	52	8201	7e
0.25	3.9	9747	6d
4.75	15	12328	9a
0	5	6191	7a
0	0.8	2796	2
1.9	3.8	10027	4a
0	1.75	7816	3
1.4	2.3	8595	6d
2.1	3	13868	6d
4	16	7633	7a
6.6	14	14322	6d
5.3	19.3	2550	9a
11.9	12.2	8447	6c2
0.25	3.2	9036	6c
66.9	92	12019	12c
3.15	5.15	13401	7d12
0	0.2	8916	2
11.5	21	13789	9a
7.8	11.2	7979	6d2
0.5	0.9	13487	3
6.8	10	9367	6d2
0	1.7	14264	1
4	9.7	9155	6e2
0	0.4	13871	1
4	14.75	14397	9a
8.8	9	13365	8b
1	2.1	13845	7d1
0	0.3	8938	1
0	0.5	9608	2
5.7	8.4	9130	6e2
5.5	5.7	13983	6
4	5.5	2797	6d12
8.35	11.9	12210	6d
6.3	7.1	13155	7e12
40.4	42	13706	11d1
1.9	3.8	8637	7c1
0.7	1.2	9620	2
8	8.9	9126	6c12
0	7.11	14423	6e
6.2	7.4	8955	7d2
0	1.2	964	1
16.5	17.1	1935	6c
4.1	5.3	13808	6e1
19.3	41.5	2550	9a
2.8	4.2	8435	3d2
1.6	2	14324	2c
64	74	13653	11
8	8.8	13597	2
2	2.55	8682	6b
3.8	5.7	9136	6d2
6	14	2702	7b
0.1	0.5	451	1-2
1.6	15.1	12358	6d2
4.7	14	2654	9a
0.1	0.3	9157	2
0	2	2312	2
0	0.1	8638	1
0	0.1	9732	1
9.7	15	8458	6d2
14	15	8332	6d
0	0.3	11817	2
0	0.45	2340	2
5.8	25.5	14406	9a
0	0.6	7741	1-2
2	14	7937	7c
0	0.2	9154	2
8	18	5538	7-12d
0	0.4	8031	2
5.5	15.6	12199	7c
11.8	12.6	7714	7e
0	1.4	13402	2d
0	1.1	9327	2
6	8	7278	14-15
1.2	2.4	7904	2
0	0.3	8401	1
0	0.25	14466	1
0.35	1.7	2698	2
1.35	2.6	2435	4a
1.8	3.6	13571	7e1
0	0.3	13278	2
4.4	4.9	8883	6d2
8.2	9.9	2089	6a
12.7	20.9	8689	9b
15.7	21	7344	9a
58	63	6996	9c
3.9	7	12339	6d2
2.1	2.5	8315	2
0.3	0.6	8597	3
1.4	4.9	7718	4b
2.1	2.9	8715	6d12
2.2	7.5	7728	7d12
32	35.1	1912	6d
5.3	14	11991	9a
5.8	7	9674	9
0.5	2.7	9102	3c2
1.6	1.8	13495	2
0	0.05	13384	2
0.6	2.4	9241	6c1
2.25	17	12000	9a
2.5	4	2656	3
6.5	7	1095	7d
48	50	2304	12e
10.7	13	13280	9a
4.15	5.45	8091	2
4.3	8.85	11985	9a
3	5.5	6283	3e
20.5	22.5	6251	7d
0.4	1.4	12021	2
1.6	3.5	8403	6c
1.8	2.7	13715	7d1
2	6	9417	7b
1.5	5.1	1573	3
0	0.5	1920	1
3.7	7.6	9602	7d1
0.6	4.85	12361	6b
0	0.2	12350	1
1	1.35	13391	2a
0.4	7.8	9363	6b
6.35	13.1	7579	7e
11.4	15.4	12129	4a
0.1	0.7	13685	2
8.15	9.3	12557	9a
2.4	2.6	12315	3
8.35	30	12401	9
6.8	9.1	8077	7c1
0	0.1	2655	2
0.7	1.6	13895	2
35.2	48	13160	9b
0.4	1.8	9601	2
9.95	15.8	14446	9b
10.7	12	8791	6d
0.4	1.45	441	2
32	33.5	12242	9d
0.9	1.45	8487	6b
6.7	8	13432	9a
4	7.9	7502	9b
5.3	10	13912	9a
9	9.5	8354	7d
0	0.4	13776	2
2.4	2.45	8492	6e
0.4	2	8517	7e1
34	52	9161	9a
20.9	22.7	8689	9c
9.9	34.4	7610	9a
0.4	0.8	14276	3
29.1	35.5	9740	9a
1	1.2	13297	2d
3	11	13135	9a
13.5	14	13900	7d1
2.9	4.7	8508	6d12
18.8	19.5	1935	6d
12.4	14	9599	9a
12.2	14.2	13896	6d1
0.3	0.5	8882	3
1.2	1.5	9297	2
2	2.4	9204	3
20	24	642	7-12e
0.4	0.9	13312	3d
0.2	1.3	12044	2
4.6	7	7815	7d1
10.5	14.2	8021	7c12
5.9	12.2	8456	6c2
13.4	33.2	7942	7d1
2.8	3.1	9216	6e1
0	0.4	2544	3
8.5	9.85	8614	7a
18.6	22.2	12041	7d12
9.9	10.9	13778	7d12
16	20	7639	7b
0.5	4.7	2709	2
24	36	6191	7e
24.1	27.55	14410	9a
2.3	6	7494	9a
0.5	2	8604	2
0	0.1	12177	2
0	2	7655	7e
5.6	12	1711	9a
0	9	8261	6b
8	30	13551	7d
13	15	13961	6
2	4	13115	7c
5.5	7.8	8463	6d
0.55	1	1094	2
8.8	10	13246	9a
4	4.25	12238	4
62.2	64.8	14340	6c1
0	3	6283	3
0	4	13522	4b
14.3	19.4	8913	6d12
0	4	13110	6e
52	66	6358	12c
6	22	4374	7e1
0	0.55	1093	1
0	0.7	9777	1
18	22	2714	7d12
2	4.6	13420	2
7.15	9	13357	9a
14	20	7943	7d
11	19	2443	9a
18.5	21.6	1926	7d
3.9	6	9068	6c12
3	5	8260	6b
22.2	23.4	14268	9a
3.4	4.5	13520	6a
12.2	13.9	7912	7e12
17.8	30.3	7058	7d1
16.6	19.2	13160	9a
56.3	75.8	1327	9a
2.3	4.7	8325	6e2
2.4	2.6	12352	3c
42	44	8188	7d
0.4	0.9	8494	2
1.1	2.8	8914	2
12.2	14	13967	6
9.8	16	9021	9a
0.9	1.9	8592	6d2
1.15	2.1	7988	1-2
2.4	5.2	8866	6e12
0.3	1.9	14321	3
64	66	11285	9a
5.6	6.6	12118	4a
8.5	11.8	9241	6b
18	22	2324	9a
0.9	6.9	13822	4a
0	1.1	9341	2
0	0.5	2982	1
0.3	0.75	8834	3
1.8	2.9	8726	6b12
8.6	11	14268	9a
20.9	23.45	12157	7d1
6.3	11.6	13386	7d2
0.6	3.1	9251	6d12
1.2	1.8	12552	6e
0.5	1.2	8083	1
10	10.4	11832	7c1
7.05	8.1	14439	9c
2	4	8432	6d2
0.4	1.4	9274	3
16	20	2327	9b
2.5	7.5	8057	6c12
94	114	6355	9a
6	8	12250	7d
0.2	0.4	9115	2
16.4	20.4	12098	9a
6.8	7.4	7905	7d12
2.1	6	9267	6c2
1.9	3	8091	2
0.6	5.5	13605	7e1
2	3.05	8823	6b
0.9	7.4	8441	6b
3.2	4	1799	9a
0	0.2	9590	1
3.2	8	285	7c1
7.2	10	9615	9a
0	0.4	7988	1-2
36	38	6011	6c
29.6	35.5	1575	6e12
1.7	4.6	8609	6d12
0	0.2	13852	1
40.16	42.5	11849	9a
0.2	0.9	12123	2
0.15	1	13905	2d
0	0.2	12329	1
0	0.3	9047	1
0	0.3	8407	1
0	6	14421	7e
0	0.25	13281	1
10	12.8	9093	6c12
1.1	2.6	8676	6d1
0	0.9	13849	2
0.4	4.3	8499	6b
0	0.9	2675	2
15.65	30.4	2366	6d2
8.7	10.55	13439	6d12
0	0.1	13684	1
0	4	13005	4a
11.8	13	12004	6d1
8.7	9	9359	6c12
7	8.65	1095	7e
5	6.2	13597	2
9	20	8623	9a
3.2	8	11974	9a
0	0.4	8795	1
0	0.3	8650	1
5.1	20	9438	9a
31.75	32.64	2371	7c1
2	2.6	9723	7d
1.2	5.7	9346	6b
0.2	0.4	9193	2
1.3	4.9	13687	6d2
0	0.8	12220	1
6	8	642	7-12a
0.1	9.1	9344	6b
1.2	2.6	13455	2
1.9	11.9	12241	7d
0	2	9624	1-2
4.5	5.2	12306	2
0.2	1.3	10762	2
17.1	20	2335	9a
0.4	4.5	13555	6d
3.65	4.7	13397	7d12
0.9	6.2	12210	6b
1.2	2.9	9176	6c12
0.7	1.8	13847	7d
1.1	2.4	2333	2
4	10	4260	7d
37.3	39.7	13229	6e
7.8	12.1	7834	7d1
1.7	4.5	13133	7c1
4	8.2	8369	6e2
3.75	10.6	8032	6d
5.4	8.15	8317	7e2
4	10	12555	6e
0	0.7	1800	1
6.4	6.7	13814	7a
25.1	25.8	12165	6c12
1.25	2.6	13758	7d
25.1	33.2	12300	9a
1.05	1.25	13757	3
1.35	2.4	11932	9a
0	0.5	2088	1
0.35	4.25	8332	6b
20.8	23	14410	9b
27.3	31.3	12161	7d1
9.5	14	8801	6d
0	0.6	9183	1
0.3	1.45	4018	2
1.8	3.9	8793	3c
21	28.75	7574	7a
28	42	4375	8a
0	0.4	8590	1
8.4	10.2	2019	6c1
0.1	1	2353	2
23.1	34.2	14352	4-9a
0.3	1.2	8585	3
16.6	18.3	8574	7d12
2.7	3.7	13385	6d12
2.2	9.8	9044	6c12
11	13	14268	9a
0	2	14375	2
1.6	13	14271	7e
3.55	6.45	13299	6d12
3.9	8.2	13835	6d12
0	0.1	12209	1
3.6	6.5	8541	9a
0	0.3	7536	1
0.5	2.1	11986	6c
0	0.4	8685	2
8	15	10031	7e
3.2	3.8	2444	2
0	0.35	13593	2
0.8	1	12187	4c
10.1	10.75	11971	9a
0.3	0.8	9562	1
0	0.2	7809	1-2
2.1	2.4	449	4a
18.4	19.75	14400	12e
0.7	1.6	7768	3
0	1.5	13701	1
36.1	40.16	11849	9a
1.9	3.1	8586	6c12
0	0.3	13756	1
4.8	6	13673	9a
0.6	2.3	13643	7d1
18.1	18.65	14472	12
0.4	1.05	12543	2e
2.5	7	8419	6d
80.6	84.7	2021	7d
7.65	8.5	14468	12e
0.5	0.8	8000	1
2.9	7.8	8859	6d2
0.4	3.1	9325	6b2
8.7	9.65	14384	9a
0	20	14426	6e
5.75	9.45	12422	6c2
19.5	20	8011	9a
22	57	2691	9a
4	11	13666	9b
5.1	8.1	11980	6b
0	2.5	13790	3
0	0.4	8873	2
7.35	7.6	13397	7d2
0.2	0.5	8854	2
2.6	3	7118	6b2
6.25	7.8	8092	6d
0	0.75	13916	2
0	2	13528	4a
13.93	15.18	14443	9b
34	45.3	11878	7c1
0	0.1	8868	1
0.2	9	13112	2c
0	1.4	1924	3
1.3	6	280	6d1
17	25	8799	6d
0	19.5	13902	2
0	1	2701	2
0.35	3.7	858	4a
6.05	10.65	6251	7e
28	36	8274	9a
2.35	5.5	11997	6c
10	32	1211	6d2
0.65	2.8	2362	6d1
3.6	8	2326	4b
0	3	13885	1
1	1.5	8480	6b
5.15	7.2	8617	6d2
15.15	18.4	14401	9b
0.5	6.2	7514	4a
20	24	8188	7d
0.3	0.7	13482	3
1.6	2.8	7769	6e1
0	2	7937	7d
8.2	10.5	8078	9a
2.2	2.95	9625	7d12
0	9.2	13591	6d2
5	11.5	12152	9
17.3	23.1	14352	4-9a
0	1.4	8067	2
13	19	8191	7e
8	11	12116	9a
16	28	7937	7e
16.4	22	2360	7c1
0.35	0.65	9764	9a
1.1	2.2	7014	3
9	10	9752	9a
31.3	34.5	12158	9a
44.4	50	7549	7c1
0	2.8	14327	2
0	0.15	9339	1
24.25	30	13631	9c
0	1.6	13810	2
0	20	9429	7d
65.5	71.2	9161	9a
46	48	2304	12c
26.8	29.5	14268	9a
5	8.5	8613	6d2
4	6.95	14467	6a
0	4	7794	7e
0.4	1.6	13503	2
2.9	3.5	8726	6b2
0.2	1.55	12330	4c
0.75	8	9179	6b
3.6	8.2	13738	6c12
10	60	11807	9a
0	0.5	7513	2
0	1.1	13803	3d2
23.1	26	14323	7d
15.2	25	13458	9a
0	1.7	7750	2
1.7	10.5	14265	6e
0.25	0.6	14467	6b
14.9	15.2	13498	9a
0.5	2.85	8103	6c
13.5	21.1	2678	9a
0	0.2	8900	1
1.2	1.7	8819	3
1	2.2	7909	2
6	6.9	11966	9a
0.3	1.5	13623	3
64	70	5538	7-12b
0	0.3	13455	2a
21.8	22.55	12340	7c1
0.7	2.7	6975	1-2
0.4	3.05	8031	2
0	0.6	8095	2
0	6	14437	7e
4.7	10	11853	9a
19.8	22.8	2188	12d1
2.3	5.6	7618	6d
4	5.3	13915	7c1
0.3	0.6	9067	1
15.7	18.2	13835	6e2
2.4	3.55	8463	6a
14.3	15.8	7090	7d12
0	6	12471	6a
4.2	7.2	14291	7d
0.4	0.8	8694	3
